LOT#,WAFER#,SITE#,DATE,TIME,PCM1,PCM2,PCM3,PCM4,PCM5,PCM6,PCM7,PCM8,PCM9,PCM10,PCM11,PCM12,PCM13,PCM14,PCM15,PCM16,PCM17,PCM18,PCM19,PCM20,PCM21,PCM22,PCM23,PCM24,PCM25,PCM26,PCM27,PCM28,PCM29,PCM30,PCM31,PCM32,PCM33,PCM34,PCM35,PCM36,PCM37,PCM38,PCM39,PCM40,PCM41,PCM42,PCM43,PCM44,PCM45,PCM46,PCM47,PCM48,PCM49,PCM50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,10,5,7/11/24,20:35:02,7.81E-03,64.043,4.46E-03,112.215,2.38E-03,209.976,1.63E-03,306.978,1.24E-03,404.034,9.98E-04,500.922,1068.49,15.428,-1.588,0.794,6.74E-06,-1.44E-03,1389.7,-9.99E-04,2001.738,-6.44E-04,3106.029,-4.78E-04,4183.558,-3.83E-04,5226.585,-3.20E-04,6257.118,11856.41,909.665,-8.44,4.22,2.11E-03,-2.82E-04,7097.66,-1.55E-04,12881.7,-8.20E-05,24377.04,-5.57E-05,35882.36,-4.22E-05,47375.74,-3.40E-05,58898.89,126577.4,1359.048,-1.181,0.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,12,1,7/11/24,20:55:12,7.47E-03,66.917,4.30E-03,116.194,2.35E-03,213.191,1.61E-03,310.509,1.23E-03,408,9.90E-04,504.89,1070.31,18.59,-1.911,0.955,9.77E-06,-1.04E-03,1918.41,-7.25E-04,2760.315,-4.66E-04,4296.326,-3.46E-04,5787.992,-2.75E-04,7265.805,-2.30E-04,8693.687,16520.8,1240.536,-8.26,4.13,2.82E-03,-3.62E-04,5526.755,-2.13E-04,9412.695,-1.17E-04,17040.86,-8.12E-05,24620.41,-6.21E-05,32204.3,-5.03E-05,39770.84,83638.09,1787.03,-2.35,1.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,12,2,7/11/24,20:55:12,7.73E-03,64.689,4.41E-03,113.409,2.37E-03,211.397,1.62E-03,308.94,1.23E-03,406.514,9.93E-04,503.764,1073.649,15.974,-1.637,0.818,7.19E-06,-1.03E-03,1951.334,-7.16E-04,2795.389,-4.60E-04,4351.374,-3.42E-04,5844.757,-2.73E-04,7327.698,-2.28E-04,8769.353,16620.58,1269.998,-8.405,4.203,2.94E-03,-3.57E-04,5595.251,-2.12E-04,9423.738,-1.18E-04,16898.17,-8.22E-05,24340.79,-6.28E-05,31829.9,-5.08E-05,39358.38,82393.69,1891.016,-2.525,1.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,12,3,7/11/24,20:55:12,7.59E-03,65.896,4.36E-03,114.81,2.36E-03,211.667,1.62E-03,309.565,1.23E-03,407.077,9.92E-04,504.161,1071.572,17.206,-1.766,0.883,8.36E-06,-1.05E-03,1906.323,-7.27E-04,2750.57,-4.66E-04,4293.974,-3.46E-04,5785.062,-2.75E-04,7262.902,-2.31E-04,8678.521,16520.8,1233.006,-8.21,4.105,2.78E-03,-3.67E-04,5445.808,-2.13E-04,9396.156,-1.17E-04,17110.69,-8.07E-05,24771.94,-6.17E-05,32411.13,-4.99E-05,40107.81,84596.16,1673.298,-2.176,1.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,12,4,7/11/24,20:55:12,8.03E-03,62.237,4.54E-03,110.259,2.43E-03,205.766,1.66E-03,302.131,1.26E-03,397.747,1.01E-03,493.165,1053.765,14.409,-1.504,0.752,5.96E-06,-1.06E-03,1883.151,-7.36E-04,2717.174,-4.69E-04,4267.705,-3.49E-04,5736.543,-2.78E-04,7200.616,-2.33E-04,8602.483,16393.69,1217.909,-8.172,4.086,2.74E-03,-3.75E-04,5341.124,-2.19E-04,9122.34,-1.21E-04,16561.5,-8.34E-05,23990.16,-6.37E-05,31422.97,-5.15E-05,38858.49,81867.46,1656.328,-2.226,1.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,12,5,7/11/24,20:55:12,7.60E-03,65.834,4.40E-03,113.541,2.38E-03,210.495,1.63E-03,307.598,1.24E-03,404.279,9.98E-04,500.905,1064.462,17.121,-1.769,0.885,8.33E-06,-1.04E-03,1918.447,-7.26E-04,2753.399,-4.68E-04,4276.026,-3.48E-04,5750.117,-2.78E-04,7203.91,-2.32E-04,8632.373,16355.21,1248.051,-8.394,4.197,2.88E-03,-3.78E-04,5292.658,-2.20E-04,9094.588,-1.21E-04,16524.42,-8.36E-05,23917.52,-6.38E-05,31374.57,-5.15E-05,38819.12,81847.54,1615.371,-2.171,1.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,13,1,7/11/24,21:13:38,7.39E-03,67.683,4.30E-03,116.318,2.34E-03,213.508,1.61E-03,310.455,1.23E-03,407.488,9.92E-04,504.237,1067.199,19.318,-1.991,0.996,1.06E-05,-1.05E-03,1905.506,-7.27E-04,2751.414,-4.65E-04,4304.908,-3.45E-04,5796.53,-2.76E-04,7247.585,-2.30E-04,8697.884,16538.04,1233.37,-8.204,4.102,2.78E-03,-3.62E-04,5518.855,-2.13E-04,9390.642,-1.18E-04,17000.15,-8.14E-05,24581.68,-6.22E-05,32161.89,-5.03E-05,39739,83581.72,1769.676,-2.329,1.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,13,2,7/11/24,21:13:38,7.68E-03,65.113,4.39E-03,113.789,2.36E-03,211.749,1.62E-03,308.812,1.23E-03,406.019,9.94E-04,503.191,1070.88,16.618,-1.707,0.853,7.80E-06,-1.04E-03,1921.913,-7.17E-04,2789.07,-4.63E-04,4316.187,-3.43E-04,5824.926,-2.74E-04,7298.524,-2.29E-04,8720.524,16565.77,1254.744,-8.332,4.166,2.88E-03,-3.64E-04,5495.125,-2.14E-04,9329.185,-1.19E-04,16812.37,-8.23E-05,24311.38,-6.29E-05,31804.85,-5.09E-05,39325.88,82597.67,1781.862,-2.373,1.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,13,3,7/11/24,21:13:38,7.57E-03,66.032,4.36E-03,114.796,2.36E-03,211.827,1.62E-03,309.506,1.23E-03,406.716,9.93E-04,503.65,1070.034,17.459,-1.795,0.897,8.62E-06,-1.06E-03,1894.137,-7.32E-04,2730.741,-4.67E-04,4284.086,-3.46E-04,5780.464,-2.77E-04,7231.547,-2.30E-04,8695.539,16562.27,1213.129,-8.057,4.029,2.69E-03,-3.67E-04,5444.147,-2.13E-04,9395.626,-1.17E-04,17088.61,-8.08E-05,24766.27,-6.17E-05,32431.21,-4.99E-05,40062.98,84549.2,1675.23,-2.18,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,13,4,7/11/24,21:13:38,7.95E-03,62.892,4.51E-03,110.836,2.42E-03,206.312,1.65E-03,302.265,1.26E-03,398.099,1.01E-03,494.257,1054.198,14.866,-1.551,0.776,6.34E-06,-1.07E-03,1866.124,-7.43E-04,2691.258,-4.73E-04,4230.485,-3.51E-04,5698.996,-2.81E-04,7130.735,-2.33E-04,8571.294,16327.28,1197.044,-8.065,4.032,2.66E-03,-3.80E-04,5269.314,-2.20E-04,9108.588,-1.20E-04,16619.58,-8.31E-05,24069.33,-6.34E-05,31552.66,-5.12E-05,39073.95,82500.14,1573.867,-2.098,1.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,13,5,7/11/24,21:13:38,7.73E-03,64.68,4.43E-03,112.826,2.38E-03,210.273,1.63E-03,306.822,1.24E-03,403.675,1.00E-03,500.184,1065,16.296,-1.683,0.842,7.54E-06,-1.05E-03,1907.05,-7.32E-04,2731.625,-4.70E-04,4251.972,-3.49E-04,5725.688,-2.79E-04,7172.855,-2.33E-04,8598.009,16308.24,1234.568,-8.327,4.164,2.83E-03,-3.81E-04,5248.627,-2.21E-04,9052.969,-1.21E-04,16519.51,-8.35E-05,23951.67,-6.36E-05,31455.84,-5.14E-05,38914.97,82224.76,1546.908,-2.069,1.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,14,1,7/11/24,21:32:14,7.53E-03,66.416,4.34E-03,115.162,2.35E-03,212.771,1.61E-03,310.264,1.23E-03,407.661,9.91E-04,504.766,1071.786,17.799,-1.827,0.913,8.94E-06,-1.03E-03,1944.655,-7.24E-04,2762.774,-4.60E-04,4345.323,-3.43E-04,5836.843,-2.74E-04,7298.551,-2.29E-04,8747.452,16600.01,1257.445,-8.332,4.166,2.88E-03,-2.59E-04,7712.538,-1.48E-04,13543.44,-7.98E-05,25068.91,-5.48E-05,36520.01,-4.17E-05,47999.04,-3.36E-05,59495.13,126474.1,2020.903,-1.758,0.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,14,2,7/11/24,21:32:14,7.63E-03,65.554,4.38E-03,114.063,2.36E-03,211.753,1.62E-03,309.383,1.23E-03,406.534,9.92E-04,503.85,1071.751,16.824,-1.727,0.863,7.99E-06,-1.05E-03,1903.257,-7.27E-04,2749.908,-4.64E-04,4311.181,-3.45E-04,5803.881,-2.75E-04,7269.898,-2.29E-04,8717.104,16599.18,1227.578,-8.135,4.067,2.75E-03,-2.55E-04,7842.737,-1.47E-04,13624.81,-8.00E-05,25011.88,-5.49E-05,36457.7,-4.18E-05,47876.44,-3.37E-05,59361.27,125830.5,2144.71,-1.875,0.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,14,3,7/11/24,21:32:14,7.71E-03,64.83,4.40E-03,113.711,2.37E-03,210.96,1.62E-03,308.663,1.23E-03,406.253,9.93E-04,503.613,1072.661,16.092,-1.65,0.825,7.30E-06,-1.05E-03,1907.542,-7.25E-04,2759.637,-4.61E-04,4334.981,-3.43E-04,5829.018,-2.74E-04,7301.775,-2.29E-04,8752.429,16673.55,1231.808,-8.127,4.063,2.75E-03,-2.62E-04,7645.143,-1.48E-04,13541.24,-7.95E-05,25148.76,-5.45E-05,36702.57,-4.14E-05,48260.92,-3.34E-05,59854.25,127495.7,1916.644,-1.654,0.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,14,4,7/11/24,21:32:14,8.21E-03,60.871,4.60E-03,108.723,2.45E-03,204.322,1.66E-03,300.696,1.26E-03,396.596,1.02E-03,492.242,1054.967,12.818,-1.336,0.668,4.71E-06,-1.07E-03,1870.785,-7.39E-04,2704.899,-4.70E-04,4254.948,-3.50E-04,5713.47,-2.79E-04,7163.812,-2.33E-04,8580.487,16348.66,1208.609,-8.132,4.066,2.70E-03,-2.68E-04,7450.427,-1.52E-04,13130.08,-8.23E-05,24307.48,-5.63E-05,35503.8,-4.28E-05,46755.19,-3.45E-05,58062.06,123578.1,1846.057,-1.643,0.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,14,5,7/11/24,21:32:14,7.69E-03,64.997,4.43E-03,112.908,2.38E-03,210.023,1.63E-03,306.852,1.24E-03,403.629,9.99E-04,500.588,1065.202,16.338,-1.687,0.844,7.58E-06,-1.06E-03,1891.074,-7.36E-04,2719.287,-4.71E-04,4249.37,-3.49E-04,5736.083,-2.78E-04,7183.289,-2.32E-04,8636.175,16428.07,1211.105,-8.109,4.055,2.70E-03,-2.69E-04,7432.071,-1.52E-04,13148.55,-8.17E-05,24467.23,-5.58E-05,35820.79,-4.24E-05,47209.89,-3.42E-05,58558.81,124946.9,1762.648,-1.552,0.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,15,1,7/11/24,21:51:14,7.27E-03,68.761,4.24E-03,117.978,2.31E-03,216.379,1.59E-03,314.428,1.21E-03,412.164,9.80E-04,510.143,1078.773,19.961,-2.035,1.018,1.12E-05,-1.05E-03,1909.162,-7.28E-04,2748.956,-4.67E-04,4287.687,-3.45E-04,5790.22,-2.77E-04,7230.396,-2.30E-04,8681.083,16493.74,1234.388,-8.232,4.116,2.80E-03,-2.59E-04,7708.971,-1.48E-04,13552.43,-7.97E-05,25087.59,-5.47E-05,36581.2,-4.16E-05,48106.99,-3.35E-05,59648.25,126858.2,1988.459,-1.724,0.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,15,2,7/11/24,21:51:14,7.66E-03,65.239,4.38E-03,114.04,2.36E-03,211.967,1.61E-03,309.951,1.23E-03,407.624,9.89E-04,505.429,1076.21,16.296,-1.666,0.833,7.46E-06,-1.05E-03,1905.433,-7.25E-04,2757.297,-4.65E-04,4302.315,-3.45E-04,5796.295,-2.75E-04,7275.505,-2.30E-04,8700.419,16565.5,1232.498,-8.184,4.092,2.77E-03,-2.59E-04,7715.603,-1.48E-04,13557.3,-8.00E-05,24995.41,-5.49E-05,36462.75,-4.17E-05,47953.23,-3.36E-05,59478.85,126391.9,2010.886,-1.75,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,15,3,7/11/24,21:51:14,7.42E-03,67.379,4.30E-03,116.354,2.33E-03,214.292,1.60E-03,312.537,1.22E-03,410.715,9.84E-04,508.279,1078.284,18.359,-1.873,0.936,9.46E-06,-1.05E-03,1904.236,-7.24E-04,2761.386,-4.64E-04,4313.924,-3.44E-04,5807.673,-2.76E-04,7259.423,-2.30E-04,8693.573,16532.68,1240.694,-8.255,4.127,2.82E-03,-2.60E-04,7691.627,-1.47E-04,13595.82,-7.93E-05,25233.5,-5.43E-05,36837.7,-4.13E-05,48408.22,-3.33E-05,60075.94,127906.4,1935.163,-1.664,0.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,15,4,7/11/24,21:51:14,7.78E-03,64.297,4.44E-03,112.576,2.40E-03,208.541,1.64E-03,305.196,1.25E-03,401.571,1.00E-03,497.834,1059.84,16.101,-1.671,0.836,7.40E-06,-1.07E-03,1866.786,-7.42E-04,2696.45,-4.72E-04,4238.402,-3.50E-04,5710.468,-2.80E-04,7149.803,-2.33E-04,8578.059,16351.82,1199.794,-8.071,4.036,2.66E-03,-2.64E-04,7572.488,-1.50E-04,13353.99,-8.07E-05,24771.79,-5.53E-05,36161.53,-4.20E-05,47645.93,-3.38E-05,59123.67,125908.4,1868.843,-1.633,0.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UU456,15,5,7/11/24,21:51:14,7.56E-03,66.139,4.38E-03,114.189,2.36E-03,211.739,1.62E-03,308.911,1.23E-03,406.068,9.94E-04,503.222,1069.014,17.322,-1.782,0.891,8.49E-06,-1.07E-03,1872.817,-7.42E-04,2694.285,-4.73E-04,4224.784,-3.50E-04,5715.135,-2.80E-04,7139.491,-2.33E-04,8574.675,16335.88,1200.405,-8.083,4.042,2.67E-03,-2.65E-04,7534.688,-1.50E-04,13313.36,-8.09E-05,24722.49,-5.52E-05,36215.75,-4.19E-05,47727.34,-3.38E-05,59193.14,126253.7,1800.632,-1.569,0.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
