,LOT#,WAFER#,SITE#,DATE,TIME,PCM1,PCM2,PCM3,PCM4,PCM5,PCM6,PCM7,PCM8,PCM9,PCM10,PCM11,PCM12,PCM13,PCM14,PCM15,PCM16,PCM17,PCM18,PCM19,PCM20,PCM21,PCM22,PCM23,PCM24,PCM25,PCM26,PCM27,PCM28,PCM29,PCM30,PCM31,PCM32,PCM33,PCM34,PCM35,PCM36,PCM37,PCM38,PCM39,PCM40,PCM41,PCM42,PCM43,PCM44,PCM45,PCM46,PCM47,PCM48,PCM49,PCM50,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255,Unnamed: 256,Unnamed: 257,Unnamed: 258,Unnamed: 259,Unnamed: 260,Unnamed: 261,Unnamed: 262,Unnamed: 263,Unnamed: 264,Unnamed: 265,Unnamed: 266,Unnamed: 267,Unnamed: 268,Unnamed: 269,Unnamed: 270,Unnamed: 271,Unnamed: 272,Unnamed: 273,Unnamed: 274,Unnamed: 275,Unnamed: 276,Unnamed: 277,Unnamed: 278,Unnamed: 279,Unnamed: 280,Unnamed: 281,Unnamed: 282,Unnamed: 283
58,UU456,13,4,7/11/24,21:13:38,0.00795,62.892,0.00451,110.836,0.00242,206.312,0.00165,302.265,0.00126,398.099,0.00101,494.257,1054.198,14.866,-1.551,0.776,6.34e-06,-0.00107,1866.124,-0.000743,2691.258,-0.000473,4230.485,-0.000351,5698.996,-0.000281,7130.735,-0.000233,8571.294,16327.28,1197.044,-8.065,4.032,0.00266,-0.00038,5269.314,-0.00022,9108.588,-0.00012,16619.58,-8.31e-05,24069.33,-6.34e-05,31552.66,-5.12e-05,39073.95,82500.14,1573.867,-2.098,1.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,UU456,13,5,7/11/24,21:13:38,0.00773,64.68,0.00443,112.826,0.00238,210.273,0.00163,306.822,0.00124,403.675,0.001,500.184,1065.0,16.296,-1.683,0.842,7.54e-06,-0.00105,1907.05,-0.000732,2731.625,-0.00047,4251.972,-0.000349,5725.688,-0.000279,7172.855,-0.000233,8598.009,16308.24,1234.568,-8.327,4.164,0.00283,-0.000381,5248.627,-0.000221,9052.969,-0.000121,16519.51,-8.35e-05,23951.67,-6.36e-05,31455.84,-5.14e-05,38914.97,82224.76,1546.908,-2.069,1.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,UU456,14,1,7/11/24,21:32:14,0.00753,66.416,0.00434,115.162,0.00235,212.771,0.00161,310.264,0.00123,407.661,0.000991,504.766,1071.786,17.799,-1.827,0.913,8.94e-06,-0.00103,1944.655,-0.000724,2762.774,-0.00046,4345.323,-0.000343,5836.843,-0.000274,7298.551,-0.000229,8747.452,16600.01,1257.445,-8.332,4.166,0.00288,-0.000259,7712.538,-0.000148,13543.44,-7.98e-05,25068.91,-5.48e-05,36520.01,-4.17e-05,47999.04,-3.36e-05,59495.13,126474.1,2020.903,-1.758,0.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,UU456,14,2,7/11/24,21:32:14,0.00763,65.554,0.00438,114.063,0.00236,211.753,0.00162,309.383,0.00123,406.534,0.000992,503.85,1071.751,16.824,-1.727,0.863,7.99e-06,-0.00105,1903.257,-0.000727,2749.908,-0.000464,4311.181,-0.000345,5803.881,-0.000275,7269.898,-0.000229,8717.104,16599.18,1227.578,-8.135,4.067,0.00275,-0.000255,7842.737,-0.000147,13624.81,-8e-05,25011.88,-5.49e-05,36457.7,-4.18e-05,47876.44,-3.37e-05,59361.27,125830.5,2144.71,-1.875,0.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,UU456,14,3,7/11/24,21:32:14,0.00771,64.83,0.0044,113.711,0.00237,210.96,0.00162,308.663,0.00123,406.253,0.000993,503.613,1072.661,16.092,-1.65,0.825,7.3e-06,-0.00105,1907.542,-0.000725,2759.637,-0.000461,4334.981,-0.000343,5829.018,-0.000274,7301.775,-0.000229,8752.429,16673.55,1231.808,-8.127,4.063,0.00275,-0.000262,7645.143,-0.000148,13541.24,-7.95e-05,25148.76,-5.45e-05,36702.57,-4.14e-05,48260.92,-3.34e-05,59854.25,127495.7,1916.644,-1.654,0.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,UU456,14,4,7/11/24,21:32:14,0.00821,60.871,0.0046,108.723,0.00245,204.322,0.00166,300.696,0.00126,396.596,0.00102,492.242,1054.967,12.818,-1.336,0.668,4.71e-06,-0.00107,1870.785,-0.000739,2704.899,-0.00047,4254.948,-0.00035,5713.47,-0.000279,7163.812,-0.000233,8580.487,16348.66,1208.609,-8.132,4.066,0.0027,-0.000268,7450.427,-0.000152,13130.08,-8.23e-05,24307.48,-5.63e-05,35503.8,-4.28e-05,46755.19,-3.45e-05,58062.06,123578.1,1846.057,-1.643,0.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,UU456,14,5,7/11/24,21:32:14,0.00769,64.997,0.00443,112.908,0.00238,210.023,0.00163,306.852,0.00124,403.629,0.000999,500.588,1065.202,16.338,-1.687,0.844,7.58e-06,-0.00106,1891.074,-0.000736,2719.287,-0.000471,4249.37,-0.000349,5736.083,-0.000278,7183.289,-0.000232,8636.175,16428.07,1211.105,-8.109,4.055,0.0027,-0.000269,7432.071,-0.000152,13148.55,-8.17e-05,24467.23,-5.58e-05,35820.79,-4.24e-05,47209.89,-3.42e-05,58558.81,124946.9,1762.648,-1.552,0.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,UU456,15,1,7/11/24,21:51:14,0.00727,68.761,0.00424,117.978,0.00231,216.379,0.00159,314.428,0.00121,412.164,0.00098,510.143,1078.773,19.961,-2.035,1.018,1.12e-05,-0.00105,1909.162,-0.000728,2748.956,-0.000467,4287.687,-0.000345,5790.22,-0.000277,7230.396,-0.00023,8681.083,16493.74,1234.388,-8.232,4.116,0.0028,-0.000259,7708.971,-0.000148,13552.43,-7.97e-05,25087.59,-5.47e-05,36581.2,-4.16e-05,48106.99,-3.35e-05,59648.25,126858.2,1988.459,-1.724,0.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,UU456,15,2,7/11/24,21:51:14,0.00766,65.239,0.00438,114.04,0.00236,211.967,0.00161,309.951,0.00123,407.624,0.000989,505.429,1076.21,16.296,-1.666,0.833,7.46e-06,-0.00105,1905.433,-0.000725,2757.297,-0.000465,4302.315,-0.000345,5796.295,-0.000275,7275.505,-0.00023,8700.419,16565.5,1232.498,-8.184,4.092,0.00277,-0.000259,7715.603,-0.000148,13557.3,-8e-05,24995.41,-5.49e-05,36462.75,-4.17e-05,47953.23,-3.36e-05,59478.85,126391.9,2010.886,-1.75,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,UU456,15,3,7/11/24,21:51:14,0.00742,67.379,0.0043,116.354,0.00233,214.292,0.0016,312.537,0.00122,410.715,0.000984,508.279,1078.284,18.359,-1.873,0.936,9.46e-06,-0.00105,1904.236,-0.000724,2761.386,-0.000464,4313.924,-0.000344,5807.673,-0.000276,7259.423,-0.00023,8693.573,16532.68,1240.694,-8.255,4.127,0.00282,-0.00026,7691.627,-0.000147,13595.82,-7.93e-05,25233.5,-5.43e-05,36837.7,-4.13e-05,48408.22,-3.33e-05,60075.94,127906.4,1935.163,-1.664,0.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,UU456,15,4,7/11/24,21:51:14,0.00778,64.297,0.00444,112.576,0.0024,208.541,0.00164,305.196,0.00125,401.571,0.001,497.834,1059.84,16.101,-1.671,0.836,7.4e-06,-0.00107,1866.786,-0.000742,2696.45,-0.000472,4238.402,-0.00035,5710.468,-0.00028,7149.803,-0.000233,8578.059,16351.82,1199.794,-8.071,4.036,0.00266,-0.000264,7572.488,-0.00015,13353.99,-8.07e-05,24771.79,-5.53e-05,36161.53,-4.2e-05,47645.93,-3.38e-05,59123.67,125908.4,1868.843,-1.633,0.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,UU456,15,5,7/11/24,21:51:14,0.00756,66.139,0.00438,114.189,0.00236,211.739,0.00162,308.911,0.00123,406.068,0.000994,503.222,1069.014,17.322,-1.782,0.891,8.49e-06,-0.00107,1872.817,-0.000742,2694.285,-0.000473,4224.784,-0.00035,5715.135,-0.00028,7139.491,-0.000233,8574.675,16335.88,1200.405,-8.083,4.042,0.00267,-0.000265,7534.688,-0.00015,13313.36,-8.09e-05,24722.49,-5.52e-05,36215.75,-4.19e-05,47727.34,-3.38e-05,59193.14,126253.7,1800.632,-1.569,0.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USL,,,,,,0.009173779483405762,74.22111002867945,0.00488099453911854,126.51533194224245,0.0025778050999661706,227.69638745939886,0.001710144188320901,326.2291005564052,0.001303462630365188,432.131360520506,0.001046932962010945,529.7991122192618,1132.5583572655207,26.47841911655579,-0.8122365325514783,1.1939760279935252,1.3846299489536296e-05,-0.0003236198556427157,2644.868419788807,-0.00014390839675055146,4211.389104219649,-8.088724257980496e-05,6470.632786800402,-0.00011106698345359091,8955.793652440756,-6.966754641879897e-05,10599.078465493529,-9.843982085234077e-05,12195.451882125639,22697.208339370445,1826.9958715399393,-6.906653294500506,5.039885687067815,0.004054586310367335,-0.0001012769215186952,10379.32604914641,-2.8716369723153705e-05,20071.539525405176,-1.5830657621388893e-05,34887.69488615498,-8.582558416054276e-06,58091.64910532786,-1.4427082659200064e-05,78672.67105914422,-5.013352111056967e-06,88175.0841000115,178643.97208759008,2952.520054472284,-0.3658308493721638,1.5802221511598376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSL,,,,,,0.006368220516594236,54.57180425703484,0.003965862603738604,99.6637537720433,0.0021710520428909717,193.61058396917252,0.0015384272402505274,289.9695851578804,0.0011653945124919548,378.7193823366369,0.0009423813237033403,475.4692877807382,1010.2939570201937,5.0420951691584825,-2.423049181734236,0.42365254343504627,3.277005104637046e-07,-0.002262380144357284,500.2064373540509,-0.0016620630318208772,294.639695780352,-0.0010809413288487663,540.1399846281702,-0.0007546758736892663,457.6964618449574,-0.0006247038821526297,1146.9805059350438,-0.0004800173220048022,1899.9392321600735,3955.9368034867002,233.02269988863236,-10.159432419785206,3.493142884360755,0.0007682708324898081,-0.000611408792767019,1104.6343508535901,-0.0003811407731339892,-53.30695397660202,-0.00020767219952146828,1903.8485424164464,-0.00014496887015537428,-4519.602248184998,-0.0001024757744836571,-8278.223916287068,-8.932379074608589e-05,-914.9252428686377,6404.597912409998,175.83337409914498,-3.411540579199265,0.30854927741159155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target,,,,,,0.007849575028215778,64.05748529726559,0.0044670992894412665,115.03557276097462,0.0023415909666546675,212.6071282712808,0.001633061550124095,311.0399036913782,0.0012393899005276742,401.9381823758363,0.000992668707775126,501.8296055464562,1070.7568579218796,16.312246865413982,-1.5620053785500916,0.8252239378566977,8.24895173738367e-06,-0.001197729864728474,1664.9423280228982,-0.0008556373411452961,2524.3709927124696,-0.0005317624973300574,3741.266956301366,-0.0004549237998512263,5213.820888609088,-0.00035895051817450203,6195.076098972001,-0.0002979474880243598,7016.222011085372,12424.83301966179,1103.422802939163,-8.488142227009117,4.337369581883576,0.002648773827290678,-0.00035749268113172047,6542.398935937463,-0.00017786201028659104,9102.285129309224,-0.00011294601465539174,18389.187901608286,-7.747921321632371e-05,22497.57472255086,-5.12014972054416e-05,41719.180324788875,-4.2989976652136305e-05,44134.61928331772,81572.24278211311,1557.580387452997,-2.0363227940922033,1.0362574293949545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
